,Autoridad Administrativa del Agua ,Administración Local del Agua ,Departamento,Provincia,Distrito,Sector,Zona,Este (Inicial),Norte (Inicial),Este (Final),Norte (Final),Longitud,Propuesta de Actividad,Latitud
680,Huarmey Chicama,Casma Huarmey,ANCASH,HUARMEY,HUARMEY,Son Son,17,827888.0,8891216.0,827888.0,8891216.0,-78.00932795785214,"limpieza, Descolmatacion y construccion de dique con enrocado",-10.017021976880223
681,Huarmey Chicama,Casma Huarmey,ANCASH,HUARMEY,HUARMEY,Tayca Congo,17,822094.0,8890748.0,822094.0,8890748.0,-78.06208860668099,"limpieza, Descolmatacion y construccion de dique con enrocado",-10.021720634970814
682,Huarmey Chicama,Casma Huarmey,ANCASH,SANTA,SAMANCO,"Huanbacho, Patillos, La Capilla, y la Ciudad Capital del Disrito de Samanco",17,778140.0,8971791.0,778140.0,8971791.0,-78.46819356587618,Descolmatación de cauce del rio Nepeña y protección con enrocado,-9.2927330121503
683,Huarmey Chicama,Chicama,LA LIBERTAD,ASCOPE,CHICAMA,Huabalito,17,728528.0,9157957.0,728528.0,9157957.0,-78.92857408260643,"Limpieza, descolmattacion y construccion de dique enrocado",-7.612825909298924
684,Huarmey Chicama,Chicama,LA LIBERTAD,ASCOPE,CHOCOPE,Puente Careaga Aguas Abajo,17,698180.0,9133218.0,698180.0,9133218.0,-79.20260964762001,"Limpieza, descolmattacion y construccion de dique enrocado",-7.837723444189236
685,Huarmey Chicama,Chicama,LA LIBERTAD,ASCOPE,RAZURI,La Arenita,17,683632.0,9150200.0,683632.0,9150200.0,-79.33511731387854,"Limpieza, descolmattacion y construccion de dique enrocado",-7.684717630978411
686,Huarmey Chicama,Chicama,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,Bocatoma Pongochongo,17,696880.0,9131984.0,696880.0,9131984.0,-79.21434845258364,"Limpieza, descolmattacion y construccion de dique enrocado",-7.848930418739397
687,Huarmey Chicama,Chicama,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,Sumanique,17,694901.0,9130397.0,694901.0,9130397.0,-79.23223090964284,"Limpieza, descolmattacion y construccion de dique enrocado",-7.863354729623725
688,Huarmey Chicama,Chicama,LA LIBERTAD,GRAN CHIMU,CASCAS,El Recorte (Puente Ochape-El Espejo),17,740239.0,9162268.0,740239.0,9162268.0,-78.8226703782232,"Limpieza, descolmattacion y construccion de dique enrocado",-7.5733378803530895
689,Huarmey Chicama,Chicama,LA LIBERTAD,GRAN CHIMU,MARMOT,Huancay,17,755185.0,9159536.0,755185.0,9159536.0,-78.6871532623568,"Limpieza, descolmattacion y construccion de dique enrocado",-7.5973325787398895
690,Huarmey Chicama,Huaraz,ANCASH,CARHUAZ,ANTA,Anta,18,213862.0,8966980.0,213862.0,8966980.0,-77.60488046161076,"Limpieza, y descolmatacion",-9.335679518072276
691,Huarmey Chicama,Huaraz,ANCASH,CARHUAZ,CARHUAZ,Acopampa,18,210709.0,8973025.0,210709.0,8973025.0,-77.63315423355263,"Limpieza, y descolmatacion",-9.280849569615718
692,Huarmey Chicama,Huaraz,ANCASH,CARHUAZ,CARHUAZ,Toma,18,207454.0,8974000.0,207454.0,8974000.0,-77.66269317525557,"Limpieza, Descolmatacion y construccion de Dique con enrocado",-9.271820962399474
693,Huarmey Chicama,Huaraz,ANCASH,CARHUAZ,MARCARA,Marcara,18,213956.0,8968208.0,213956.0,8968208.0,-77.60394296530805,"Limpieza, y descolmatacion",-9.324590158819563
694,Huarmey Chicama,Huaraz,ANCASH,CARHUAZ,PARIAHUANCA,Pariahuanca,18,217490.0,8963802.0,217490.0,8963802.0,-77.57208673443037,"Limpieza, Descolmatacion y construccion de Dique con enrocado",-9.364635523063914
695,Huarmey Chicama,Huaraz,ANCASH,CARHUAZ,YUNGAR,Huayoshanca,18,215961.0,8962882.0,215961.0,8962882.0,-77.58605918116196,"Limpieza, y descolmatacion y conformacion de dique con material propio",-9.372847048144974
696,Huarmey Chicama,Huaraz,ANCASH,HUARAZ,HUARAZ,Huaraz,18,223516.0,8944078.0,223516.0,8944078.0,-77.5185570175481,"Limpieza, y descolmatacion",-9.5432568296567
697,Huarmey Chicama,Huaraz,ANCASH,HUARAZ,JANGAS,Jangas,18,214172.0,8956806.0,214172.0,8956806.0,-77.60274619853683,Proteccion con dique enrocado,-9.427627476372114
698,Huarmey Chicama,Huaraz,ANCASH,HUARAZ,TARICA,Tarica,18,217520.0,8960741.0,217520.0,8960741.0,-77.57201765097474,"Limpieza, Descolmatacion y construccion de Dique con enrocado",-9.392295880312425
699,Huarmey Chicama,Huaraz,ANCASH,HUAYLAS,CARAZ,Caraz,18,191403.0,9000026.0,191403.0,9000026.0,-77.80682251075903,"Limpieza, Descolmatacion y construccion de Dique con enrocado",-9.035583428720546
700,Huarmey Chicama,Huaraz,ANCASH,HUAYLAS,HUATA,Choquechaca,18,189722.0,9005008.0,189722.0,9005008.0,-77.8217496167633,"Limpieza, Descolmatacion y construccion de Dique con enrocado",-8.990458562952448
701,Huarmey Chicama,Huaraz,ANCASH,RECUAY,CATAC,Utcuyacu,18,234489.0,8913188.0,234489.0,8913188.0,-77.42066374124717,"Limpieza, Descolmatacion y construccion de Dique con enrocado",-9.823107029833858
702,Huarmey Chicama,Huaraz,ANCASH,RECUAY,CATAC,Wishka,18,232644.0,8917159.0,232644.0,8917159.0,-77.43721188101239,"Limpieza, Descolmatacion y construccion de Dique con enrocado",-9.787102644761209
703,Huarmey Chicama,Huaraz,ANCASH,RECUAY,RECUAY,Huancapampa,18,231222.0,8924342.0,231222.0,8924342.0,-77.44969231894962,"Limpieza, y descolmatacion y conformacion de dique con material propio",-9.722101064027285
704,Huarmey Chicama,Huaraz,ANCASH,RECUAY,RECUAY,Recuay,18,230825.0,8923813.0,230825.0,8923813.0,-77.45334323419121,"Limpieza, y descolmatacion",-9.726855371477816
705,Huarmey Chicama,Huaraz,ANCASH,RECUAY,RECUAY,Tuctu,18,230228.0,8926194.0,230228.0,8926194.0,-77.45862386541702,"Limpieza, Descolmatacion y construccion de Dique con enrocado",-9.705300735025268
706,Huarmey Chicama,Huaraz,ANCASH,RECUAY,TICAPAMPA,Compina,18,232276.0,8919818.0,232276.0,8919818.0,-77.44038917875146,"Limpieza, Descolmatacion y construccion de Dique con enrocado",-9.763050675595506
707,Huarmey Chicama,Huaraz,ANCASH,RECUAY,TICAPAMPA,Compina Cuchu,18,232337.0,8919171.0,232337.0,8919171.0,-77.43987609191313,"Limpieza, Descolmatacion y construccion de Dique con enrocado",-9.768901240991392
708,Huarmey Chicama,Huaraz,ANCASH,RECUAY,TICAPAMPA,Llullucachi,18,232090.0,8920361.0,232090.0,8920361.0,-77.4420478010911,"Limpieza, Descolmatacion y construccion de Dique con enrocado",-9.758131739275754
709,Huarmey Chicama,Huaraz,ANCASH,YUNGAY,RANRAHIRCA,Putucauchachin,18,201183.0,8984865.0,201183.0,8984865.0,-77.71897463976597,descolmatacion y encauzamiento,-9.17322953089535
710,Huarmey Chicama,Huaraz,ANCASH,YUNGAY,YUNGAY,Acobamba,18,199223.0,8988483.0,199223.0,8988483.0,-77.73654477083807,"Limpieza, y descolmatacion y conformacion de dique con material propio",-9.140407725125394
711,Huarmey Chicama,Huaraz,ANCASH,YUNGAY,YUNGAY,Santa Rosa,18,199002.0,8988627.0,199002.0,8988627.0,-77.73854395858858,"Limpieza, y descolmatacion y conformacion de dique con material propio",-9.139091572592559
712,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,JULCAN,CARABAMBA,Sector B,17,763276.0,9103570.0,763276.0,9103570.0,-78.61097537913174,Construccion de dique seco,-8.102740661397974
713,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,JULCAN,CARABAMBA,Sector C,17,763959.0,9104862.0,763959.0,9104862.0,-78.60485041521885,Construccion de dique seco,-8.09102779107862
714,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,JULCAN,CARABAMBA,Sector La Pampa,17,766070.0,9103048.0,766070.0,9103048.0,-78.58560918551082,Construccion de dique seco,-8.10730892166322
715,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,TRUJILLO,LAREDO,Chanchamayo-Bocatoma El Conde,17,726304.0,9102874.0,726304.0,9102874.0,-78.94627604718025,Limpieza y descolmatacion construccion de dique enrocado,-8.110859557477163
716,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,TRUJILLO,LAREDO,Menocucho Bocatoma Catuay,17,739540.0,9113449.0,739540.0,9113449.0,-78.82672650855275,Limpieza y descolmatacion construccion de dique enrocado,-8.014649357073672
717,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,VIRU,CHAO,Buena Vista,17,762776.0,9062494.0,762776.0,9062494.0,-78.61327155695983,Limpieza y descolmatacion construccion de dique enrocado,-8.47399301303894
718,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,VIRU,CHAO,Chao-Lunar Bajo-El Inca,17,755369.0,9055655.0,755369.0,9055655.0,-78.68013715836378,Limpieza y descolmatacion construccion de dique enrocado,-8.536208361710425
719,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,VIRU,CHAO,Chato Alto,17,756908.0,9054528.0,756908.0,9054528.0,-78.66610232507087,Limpieza y descolmatacion construccion de dique enrocado,-8.54631002216822
720,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,VIRU,CHAO,El Laramie y Tizal,17,751363.0,9048529.0,751363.0,9048529.0,-78.71612464492817,Limpieza y descolmatacion construccion de dique enrocado,-8.600829640898194
721,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,VIRU,CHAO,El Porvenir-San Carlos,17,763113.0,9061793.0,763113.0,9061793.0,-78.61017334566638,Limpieza y descolmatacion construccion de dique enrocado,-8.480309527000989
722,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,VIRU,CHAO,El Progreso,17,751983.0,9049788.0,751983.0,9049788.0,-78.71056273999632,Limpieza y descolmatacion construccion de dique enrocado,-8.58941731297114
723,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,VIRU,CHAO,El Tizal-Chao,17,751812.0,9052232.0,751812.0,9052232.0,-78.71224779366955,Limpieza y descolmatacion construccion de dique enrocado,-8.567337578275916
724,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,VIRU,CHAO,Huasaquito,17,764883.0,9061957.0,764883.0,9061957.0,-78.59411553501845,Limpieza y descolmatacion construccion de dique enrocado,-8.478728625387122
725,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,VIRU,CHAO,Laramie-La Bocana-Medanos,17,751363.0,9048529.0,751363.0,9048529.0,-78.71612464492817,Limpieza y descolmatacion construccion de dique enrocado,-8.600829640898194
726,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,VIRU,CHAO,Palermo-Buena Vista-San Jorge,17,762779.0,9062485.0,762779.0,9062485.0,-78.61324382312328,Limpieza y descolmatacion construccion de dique enrocado,-8.474074183499622
727,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,VIRU,CHAO,San Carlos,17,759887.0,9059222.0,759887.0,9059222.0,-78.63931551596377,Limpieza y descolmatacion construccion de dique enrocado,-8.503723556137855
728,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,VIRU,CHAO,San Carlos Bajo,17,757676.0,9056195.0,757676.0,9056195.0,-78.65922122741051,Limpieza y descolmatacion construccion de dique enrocado,-8.531202048570993
729,Huarmey Chicama,Moche Virú Chao,LA LIBERTAD,VIRU,CHAO,Santa Rita Alta,17,767730.0,9061609.0,767730.0,9061609.0,-78.56825284482703,Limpieza y descolmatacion construccion de dique enrocado,-8.481713304587744
730,Huarmey Chicama,Santa Lacramarca Nepeña,ANCASH,SANTA,CHIMBOTE,KM 9-La Campiña,17,769930.0,9001857.0,769930.0,9001857.0,-78.54474463402828,Descolmatación de cauce del rio Lacramarca y protección con enrocado en la margen derecha,-9.021559020432358
731,Huarmey Chicama,Santa Lacramarca Nepeña,ANCASH,SANTA,CHIMBOTE,La Vibora-El Cerro,17,765853.0,9019331.0,765853.0,9019331.0,-78.58284806670336,Descolmatación de cauce del rio Santa y protección con enrocado en la margen izquierda,-8.863892070237878
732,Huarmey Chicama,Santa Lacramarca Nepeña,ANCASH,SANTA,MORO,Puente Moro-Bocatoma Monte Comun,17,807738.0,8988608.0,807738.0,8988608.0,-78.20018254684467,Descolmatación de cauce de rio Nepeña y protección margen izquierda con enrocado de la Bocatoma Montecomun,-9.138795416713117
733,Huarmey Chicama,Santa Lacramarca Nepeña,ANCASH,SANTA,NEPEÑA,"Caña Castilla, Pañamarca y Huacatambo",17,786352.0,8977490.0,786352.0,8977490.0,-78.39387516493316,Descolmatación de cauce del rio Nepeña y conformacion de dique en ambas margenes,-9.240701824663047
734,Huarmey Chicama,Santa Lacramarca Nepeña,ANCASH,SANTA,SANTA,Pueblo Viejo 1 y 2,17,759571.0,9007471.0,759571.0,9007471.0,-78.6392419687891,Descolmatación de cauce del rio Santa y protección con enrocado en la margen izquierda,-8.971440631026107
735,Huarmey Chicama,Santiago de Chuco,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,Angasmarca,17,824102.0,9099881.0,824102.0,9099881.0,-78.05923501985609,Limpieza y proteccion de margen izquierda de rio,-8.132460513042382
736,Huarmey Chicama,Santiago de Chuco,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,La Vitoria,17,818112.89,9110839.33,818112.89,9110839.33,-78.11423424022796,Proteccion y mejoramiento de la Bocatoma Bance,-8.033852857603417
737,Huarmey Chicama,Santiago de Chuco,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,La Vitoria,17,819323.36,9111779.97,819323.36,9111779.97,-78.10332328400156,Proteccion y mejoramiento de la Bocatoma Chorro Blanco,-8.025278013109903
738,Huarmey Chicama,Santiago de Chuco,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,San Martín,17,817948.84,9113479.73,817948.84,9113479.73,-78.1158893892199,Proteccion y mejoramiento de la Bocatoma Pampa Verde,-8.01000989098046
739,Huarmey Chicama,Santiago de Chuco,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,Huarascabras,18,178235.21,9099566.17,178235.21,9099566.17,-77.91959762681469,Proteccion y mejoramiento de la Bocatoma Huarascabras,-8.135457471958764
740,Huarmey Chicama,Santiago de Chuco,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,Bagre Cargache,17,813899.0,9113050.0,813899.0,9113050.0,-78.15256721691777,Proteccion y mejoramiento de la Bocatoma Bagre Cargache,-8.014147428769876
741,Huarmey Chicama,Santiago de Chuco,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,Caserio Llaray,17,809432.58,9109323.64,809432.58,9109323.64,-78.19281801478989,Limpieza y Proteccion margen derecha de rio,-8.048091496939355
742,Huarmey Chicama,Santiago de Chuco,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,Añacopampa,17,811967.93,9097408.31,811967.93,9097408.31,-78.16908366443468,Proteccion y mejoramiento de la Bocatoma Añacopampa,-8.155581482680404
743,Huarmey Chicama,Santiago de Chuco,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,Chambuc,17,812323.85,9096072.0,812323.85,9096072.0,-78.1657714567266,Proteccion y mejoramiento de la Bocatoma Chambuc,-8.167631600520684
744,Huarmey Chicama,Santiago de Chuco,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,Pueblo Nuevo,17,805658.89,9097821.82,805658.89,9097821.82,-78.22631368463304,Proteccion y mejoramiento de la Bocatoma Pueblo Nuevo,-8.152241318293411
745,Jequetepeque Zarumilla,Alto Piura,PIURA,MORROPON,CHULUCANAS,La Parra y Batanes,17,601607.0,9434426.0,601607.0,9434426.0,-80.08329428370547,Limpieza y descolmatacion de cauce,-5.11613323907111
746,Jequetepeque Zarumilla,Alto Piura,PIURA,MORROPON,MORROPON,Las Damas,17,605296.0,9433902.0,605296.0,9433902.0,-80.05000790542645,Limpieza y descolmatacion de cauce,-5.12082451977217
747,Jequetepeque Zarumilla,Alto Piura,PIURA,MORROPON,SAN JUAN DE BIGOTE,Bago De Garza,17,638521.0,9412456.0,638521.0,9412456.0,-79.74990687960913,Limpieza y descolmatacion de cauce,-5.314275693196695
748,Jequetepeque Zarumilla,Chancay Lambayeque,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,Majin Oberazal,17,680905.0,9270854.0,680905.0,9270854.0,-79.36371699873082,"Encauzamiento de rio, limpieza y descolmatacion",-6.59383678794392
749,Jequetepeque Zarumilla,Chancay Lambayeque,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,Monteria,17,671579.0,9259276.0,671579.0,9259276.0,-79.44772053128614,"Encauzamiento de rio, limpieza y descolmatacion",-6.698803320318311
750,Jequetepeque Zarumilla,Chancay Lambayeque,LAMBAYEQUE,CHICLAYO,MONSEFU,Cafena-Cascajal,17,627698.0,9240038.0,627698.0,9240038.0,-79.84423377933729,"Encauzamiento de rio, limpieza y descolmatacion",-6.873889603385473
751,Jequetepeque Zarumilla,Chancay Lambayeque,LAMBAYEQUE,CHICLAYO,REQUE,Caimito Mala Muerte,17,634487.0,9245383.0,634487.0,9245383.0,-79.7829198029961,"Encauzamiento de rio, limpieza y descolmatacion",-6.825397402461065
752,Jequetepeque Zarumilla,Chira,PIURA,PAITA,COLAN,Colán,17,486426.0,9458649.0,486426.0,9458649.0,-81.12243005801847,Mejoramiento en Dique existente (dique 1020) conformacion y encimado,-4.897641501792294
753,Jequetepeque Zarumilla,Chira,PIURA,PAITA,COLAN,La Tahona,17,494888.0,9459924.0,494888.0,9459924.0,-81.04610668624831,"Descolmatación de Quebrada, conformacion de diques de encausamiento y protección de dique con roca, sector La Tahona",-4.886116635503618
754,Jequetepeque Zarumilla,Chira,PIURA,PAITA,COLAN,Pueblo Nuevo de Colán,17,494087.0,9457995.0,494087.0,9457995.0,-81.05333252929316,"Conformación de Talud y protección con Geobolsas, sector Atahualpa",-4.903567084499524
755,Jequetepeque Zarumilla,Chira,PIURA,PAITA,LA HUACA,Tamarindo,17,502647.0,9459041.0,502647.0,9459041.0,-80.97612561533862,"Mejoramiento en dique, encimado y protección de roca, sector Tamarindo",-4.894105989839298
756,Jequetepeque Zarumilla,Chira,PIURA,PAITA,TAMARINDO,Tamarindo,17,501216.0,9460427.0,501216.0,9460427.0,-80.98903259813711,Descolmatación en tramo de la quebrada Vista florida,-4.881567663245611
757,Jequetepeque Zarumilla,Chira,PIURA,PAITA,VICHAYAL,Cementerio,17,492415.0,9462357.0,492415.0,9462357.0,-81.06840919146545,Conformación de Dique y descolmatación de quebrada Cementerio,-4.864104229090467
758,Jequetepeque Zarumilla,Chira,PIURA,SULLANA,BELLAVISTA,Madre De Dios,17,536125.0,9459738.0,536125.0,9459738.0,-80.67417854545522,"Construccion de Drenaje Pluvial, mediante construccion de canaleta de concreto  armado e inslacaion de rejilla metalica y buzonetas",-4.887721723978848
759,Jequetepeque Zarumilla,Chira,PIURA,SULLANA,MARCAVELICA,Monterón,17,526340.0,9460064.0,526340.0,9460064.0,-80.76243262106166,"Protección de talud con roca en el tramo del rio Chira, sector Monterón - Cuarta Mallares",-4.884809622028489
760,Jequetepeque Zarumilla,Chira,PIURA,SULLANA,MARCAVELICA,San Fernando,17,529811.0,9460381.0,529811.0,9460381.0,-80.73112812188705,"Construcción de defensas ribereñas en el rio Chira, sector Garabato",-4.881930046853025
761,Jequetepeque Zarumilla,Chira,PIURA,SULLANA,MIGUEL CHECA,Jibito,17,528458.0,9458423.0,528458.0,9458423.0,-80.74332429290581,"Proteción con enrocado en talud de la margen izquierda del rio Chira, sector Jibito",-4.89964799247532
762,Jequetepeque Zarumilla,Chira,PIURA,SULLANA,MIGUEL CHECA,Vasquez Montesitos,17,527966.0,9458463.0,527966.0,9458463.0,-80.74776197207444,"Descolmatación y protección con roca en el tramo del rio Chira, sector Vasquez montesitos",-4.899287818290082
763,Jequetepeque Zarumilla,Chira,PIURA,SULLANA,QUERECOTILLO,Chocan - Media Luna,17,548726.0,9474507.0,548726.0,9474507.0,-80.56061442666103,"Protección con roca en tramo del rio Chira, sector Chocan -Media Luna",-4.754050514367444
764,Jequetepeque Zarumilla,Chira,PIURA,SULLANA,QUERECOTILLO,Cucho Alto,17,538700.0,9463309.0,538700.0,9463309.0,-80.65097084540531,"Descolmatación y protección con roca en el tramo del rio Chira, sector Cucho Alto",-4.8554050206390515
765,Jequetepeque Zarumilla,Chira,PIURA,SULLANA,QUERECOTILLO,La Horca,17,546366.0,9471558.0,546366.0,9471558.0,-80.58187915062679,"Protección de talud con roca, margen derecha del rio Chira, sector La Horca",-4.780741717705619
766,Jequetepeque Zarumilla,Chira,PIURA,SULLANA,SALITRAL,Cabo Verde,17,537634.0,9462413.0,537634.0,9462413.0,-80.66058075925015,"Descolmatación y protección con roca en tramo del rio CHira, sector Cabo Verde",-4.8635155903098655
767,Jequetepeque Zarumilla,Chira,PIURA,SULLANA,SULLANA,Chalacala,17,545970.0,9470944.0,545970.0,9470944.0,-80.58544680831375,"Construcción de Defensas Ribereñas y descolmatación en el rio Chira, en el sector Chalacala",-4.786298403604919
768,Jequetepeque Zarumilla,Chira,PIURA,SULLANA,SULLANA,Somate Bajo,17,553083.0,9475215.0,553083.0,9475215.0,-80.52133058629458,Limpieza y descolmatacion,-4.747619510761652
769,Jequetepeque Zarumilla,Chira,PIURA,TALARA,EL ALTO,Playa Cabo Blanco,17,474119.0,9530113.0,474119.0,9530113.0,-81.23322274742134,"Estabilizacion de Taludes por sistemas de terrazas. Sector playa Cabo Blanco, tramo 1",-4.251101516055088
770,Jequetepeque Zarumilla,Chira,PIURA,TALARA,EL ALTO,Playa Cabo Blanco,17,474369.0,9530090.0,474369.0,9530090.0,-81.2309699842876,"Estabilizacion de Taludes por sistemas de terrazas. Sector playa Cabo Blanco, tramo 2",-4.251310270227794
771,Jequetepeque Zarumilla,Chira,PIURA,TALARA,EL ALTO,Playa Cabo Blanco,17,474703.0,9530320.0,474703.0,9530320.0,-81.22795959747302,"Estabilizacion de Taludes por sistemas de terrazas. Sector playa Cabo Blanco, tramo 3",-4.249230416519828
772,Jequetepeque Zarumilla,Jequetepeque,CAJAMARCA,CONTUMAZA,YONAN,La Nona,17,708434.0,9197798.0,708434.0,9197798.0,-79.11217892721734,Limpieza y descolmatacion  de rio - rehabilitacion de canal,-7.253461712499861
773,Jequetepeque Zarumilla,Jequetepeque,CAJAMARCA,CONTUMAZA,YONAN,Ventanilla,17,692464.0,9195061.0,692464.0,9195061.0,-79.25667891724066,"Limpieza, descolmatacion  y proteccion con roca al volteo",-7.278786586681154
774,Jequetepeque Zarumilla,Jequetepeque,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,Centro Poblado Quinden Bajo,17,719811.0,9206026.0,719811.0,9206026.0,-79.0095020532191,Rehabilitación y ampliación de defensa ribereña,-7.178637701475325
775,Jequetepeque Zarumilla,Medio y Bajo Piura,PIURA,PIURA,CASTILLA,Margen Izquierda,17,541558.0,9425049.0,541558.0,9425049.0,-80.6249974050741,"Limpieza, Descolmatacion Y Construccion Dique Con Enrocado",-5.201507246579166
776,Jequetepeque Zarumilla,Medio y Bajo Piura,PIURA,PIURA,CURA MORI,Alto Chato,17,535846.0,9407238.0,535846.0,9407238.0,-80.67645603413415,Reconstruccion De Espigones Rio Piura Margen Izquierda Sector  Alto Chato,-5.362661205463904
777,Jequetepeque Zarumilla,Medio y Bajo Piura,PIURA,PIURA,CURA MORI,San Antonio,17,542614.0,9405460.0,542614.0,9405460.0,-80.61535922335443,Construccion De Dique Sector San Antonio - Carretera Panamericana.,-5.37871018628715
778,Jequetepeque Zarumilla,Medio y Bajo Piura,PIURA,PIURA,CURA MORI,Zona More,17,537864.0,9405649.0,537864.0,9405649.0,-80.65823388773335,Reconstruccion De Espigones Rio Piura Margen Izquierda Sector Zona More,-5.37702595942131
779,Jequetepeque Zarumilla,Medio y Bajo Piura,PIURA,PIURA,LA ARENA,El Ñato,17,538029.0,9402724.0,538029.0,9402724.0,-80.65672973223309,Construccion De Dique Sector Curva El Ñato,-5.403485692835478
780,Jequetepeque Zarumilla,Medio y Bajo Piura,PIURA,PIURA,LA ARENA,La Joya,17,536079.0,9405179.0,536079.0,9405179.0,-80.67434312304565,"Limpieza, Descolmatacion Y Construccion Dique Con Enrocado",-5.381286565935162
781,Jequetepeque Zarumilla,Medio y Bajo Piura,PIURA,PIURA,LA ARENA,Santa Rosa - San Ernesto,17,534356.0,9411259.0,534356.0,9411259.0,-80.6899228482963,Reconstruccion De Espigones Rio Piura Margen Izquierda,-5.326292628525209
782,Jequetepeque Zarumilla,Medio y Bajo Piura,PIURA,PIURA,TAMBO GRANDE,La Greda,17,572422.0,9450916.0,572422.0,9450916.0,-80.34673863005449,Limpieza y descolmatacion y proteccion con espigones,-4.967286971976074
783,Jequetepeque Zarumilla,Medio y Bajo Piura,PIURA,SECHURA,CRISTO NOS VALGA,Chutuque,17,542925.0,9388197.0,542925.0,9388197.0,-80.61245190499494,"Limpieza, Descolmatacion Y Construccion Dique Con Enrocado",-5.5348744072295775
784,Jequetepeque Zarumilla,Medio y Bajo Piura,PIURA,SECHURA,VICE,Cautivo,17,523764.0,9400872.0,523764.0,9400872.0,-80.78548661975944,"Encauzamiento De Quebrada, Limpieza, Descolmatacion Y Construccion Dique Con Enrocado",-5.420298854955542
785,Jequetepeque Zarumilla,Medio y Bajo Piura,PIURA,SECHURA,VICE,San Jose,17,525452.0,9401629.0,525452.0,9401629.0,-80.77025201232625,"Encauzamiento De Quebrada, Limpieza, Descolmatacion Y Construccion Dique Con Enrocado",-5.413445114445924
786,Jequetepeque Zarumilla,Motupe Olmos La Leche,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,Culpon,17,628800.0,9285392.0,628800.0,9285392.0,-79.83523030113267,Contruccion  con roca al volteo,-6.463674553201957
787,Jequetepeque Zarumilla,Motupe Olmos La Leche,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,Huaca,17,631064.0,9284728.0,631064.0,9284728.0,-79.81474536004642,Contruccion  con roca al volteo,-6.469632632406973
788,Jequetepeque Zarumilla,Motupe Olmos La Leche,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,Cahuide,17,633319.0,9296431.0,633319.0,9296431.0,-79.79460453300966,Contruccion  con roca al volteo,-6.363740832541701
789,Jequetepeque Zarumilla,Motupe Olmos La Leche,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,Zapotal,17,638973.0,9296693.0,638973.0,9296693.0,-79.74349817955087,Contruccion  con roca al volteo,-6.361249515495463
790,Jequetepeque Zarumilla,Motupe Olmos La Leche,LAMBAYEQUE,LAMBAYEQUE,MORROPE,Monte Hermoso - Puente Motupe II,17,612442.0,9285092.0,612442.0,9285092.0,-79.98313726688805,Contruccion  con roca al volteo,-6.466705105679496
791,Jequetepeque Zarumilla,Motupe Olmos La Leche,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,Higuerón - La Arena,17,649629.0,9325609.0,649629.0,9325609.0,-79.64784084884401,Contruccion  con roca al volteo,-6.099498515663295
792,Jequetepeque Zarumilla,Motupe Olmos La Leche,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,San Juan,17,637050.0,9307779.0,637050.0,9307779.0,-79.76112013541112,Contruccion  con roca al volteo,-6.26102874060182
793,Jequetepeque Zarumilla,Motupe Olmos La Leche,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,Taymi,17,648809.0,9331176.0,648809.0,9331176.0,-79.65537452364569,Contruccion  con roca al volteo,-6.049170292341729
